Date,Open,High,Low,Close,Volume,Market Cap
06-02-2021,38138.38833975,40846.54690329,38138.38833975,39266.01073494,71326033652.98,731192490092.84
05-02-2021,36931.54564785,38225.90594551,36658.76353663,38144.30686267,58598066402.24,710266752533.8
04-02-2021,37475.10402915,38592.17637724,36317.49880728,36926.06446515,68838074391.61,687542752523.24
03-02-2021,35510.82121346,37480.18789413,35443.98272623,37472.09010368,61166818158.83,697672910488.43
02-02-2021,33533.20067102,35896.88214463,33489.21867158,35510.28903716,63088585433.12,661114581663.76
01-02-2021,33114.57724298,34638.21348502,32384.22810648,33537.1768196,61400400660.27,624349044409.12
31-01-2021,34270.87759214,34288.33147504,32270.17602471,33114.35774753,52754542671.38,616452744533.29
30-01-2021,34295.9350435,34834.70830094,32940.18691419,34269.52154165,65141828798.26,637924573283.79
29-01-2021,34318.6716924,38406.26096472,32064.81418675,34316.38765032,117894572510.68,638768671361.87
28-01-2021,30441.0418168,33858.31099229,30023.2068317,33466.09635821,76517157706.32,622910073819.62
27-01-2021,32564.03024112,32564.03024112,29367.13921776,30432.54707881,62576762015.46601,566417413553.9666
26-01-2021,32358.6131737,32794.5495902,31030.26596571,32569.84955679,60255421470.40675,606169260386.9784
25-01-2021,32285.79891345,34802.74297839,32087.78796567,32366.39304887,59897054837.94314,602350097075.4393
24-01-2021,32064.37631516,32944.00894195,31106.68577002,32289.37808687,48643830599.361565,600888568009.5015
23-01-2021,32985.75691326,33360.97818593,31493.15966789,32067.64288212,48354737975.28921,596733137645.0635
22-01-2021,30817.62519242,33811.85156014,28953.372751,33005.76356216,77207272511.13013,614160521491.5516
21-01-2021,35549.39740902,35552.67949732,30250.74963896,30825.69850603,75643067687.74416,573565664943.0017
20-01-2021,36050.11269824,36378.32670045,33570.47780293,35547.7508855,66834573161.29872,661400102161.1556
19-01-2021,36642.23272357,37755.89185872,36069.80639361,36069.80639361,57244195485.50075,671081200699.8711
18-01-2021,35792.23666766,37299.28580604,34883.84404829,36630.07568284,49511702429.3542,681470030572.0747
17-01-2021,36163.64923243,36722.34987621,34069.32218533,35791.27792129,52359854336.21185,665831621390.9865
16-01-2021,36821.64873201,37864.36887891,35633.55401669,36178.13890106,57706187875.104546,673000645230.8221
15-01-2021,39156.7080858,39577.71118833,34659.58974449,36825.36585131,67760757880.723885,685005864471.3622
14-01-2021,37325.10763475,39966.40524241,36868.5632453,39187.32812109,63615990033.01017,728904366964.3611
13-01-2021,33915.11958124,37599.96059774,32584.66767186,37316.35939997,69364315979.27992,694069582193.7559
12-01-2021,35516.36114084,36568.52697414,32697.97662163,33922.9605815,74773277909.4566,630920422745.0479
11-01-2021,38346.52950301,38346.52950301,30549.59876946,35566.65594049,123320567398.62296,661457321418.0524
10-01-2021,40254.21779758,41420.19103255,35984.62712175,38356.43950662,79980747690.35463,713304617760.9486
09-01-2021,40788.64052286,41436.35000639,38980.87690625,40254.54649816,61984162837.0747,748563483043.1383
08-01-2021,39381.76584266,41946.73935079,36838.63599637,40797.61071993,88107519479.50471,758625941266.7522
07-01-2021,36833.87435728,40180.3679073,36491.18981083,39371.04235311,84762141031.49448,732062681138.1346
06-01-2021,34013.614533,36879.69856854,33514.03374162,36824.36441009,75289433810.59091,684671246323.6501
05-01-2021,31977.04113228,34437.5905918,30221.1867389,33992.42934365,67547324781.680855,631980005969.6278
04-01-2021,32810.94764381,33440.21856853,28722.75527058,31971.91352155,81163475344.18079,594384025390.8551
03-01-2021,32129.4073556,34608.55673797,32052.31707551,32782.02446581,78665235201.84283,609409213147.0334
02-01-2021,29376.45583414,33155.11881942,29091.18119088,32127.26793922,67865420765.45639,597205944668.8502
01-01-2021,28994.00891641,29600.6269503,28803.58501355,29374.15188907,40730301358.64019,546001594837.51166
31-12-2020,28841.57375811,29244.87668786,28201.99199364,29001.71982218,46754964848.18651,539051138107.78613
30-12-2020,27360.08970906,28937.74000401,27360.08970906,28840.95341968,51287442703.98229,536033807160.8408
29-12-2020,27081.80972919,27370.7200843,25987.29807483,27362.4365573,45265946774.40101,508523687096.6884
28-12-2020,26280.82141511,27389.11206428,26207.63993146,27084.80788628,49056742892.60884,503339329917.2024
27-12-2020,26439.37328852,28288.84002225,25922.76976496,26272.29456706,66479895605.09452,488213268382.0132
26-12-2020,24677.01605649,26718.07089319,24522.68948211,26437.0375091,48332647295.43001,491250863156.98474
25-12-2020,23733.56954677,24710.10155607,23463.67427254,24664.79027412,42068395845.63074,458297232691.903
24-12-2020,23240.20362271,23768.3385448,22777.59680778,23735.94972763,41080759712.61937,441017197764.42126
23-12-2020,23781.97438638,24024.48959027,22802.64570202,23241.34486501,51146161904.32344,431808778580.30475
22-12-2020,22794.03960022,23789.90284154,22430.60469165,23783.02850288,44171632680.60435,441850902134.2294
21-12-2020,23474.45540815,24059.98230987,22159.36806298,22803.0814087,45852713980.88911,423625088584.1859
20-12-2020,23861.7657379,24209.65988828,23147.71102921,23477.29519711,37844228421.87064,436129331482.25616
19-12-2020,23132.86511797,24085.85537123,22826.47216789,23869.83196434,38487546579.56274,443399267276.8764
18-12-2020,22806.79637266,23238.60062331,22399.81280236,23137.96056165,40387896274.67765,429781092527.74475
17-12-2020,21308.35140371,23642.66010576,21234.67652917,22805.16149213,71378606373.62286,423576934966.4241
16-12-2020,19418.81840055,21458.90789704,19298.31727724,21310.59813054,44409011479.22107,395799863745.9665
15-12-2020,19246.91998427,19525.0075905,19079.84237737,19417.07603342,26741982541.49698,360614771026.8855
14-12-2020,19144.49245994,19305.10044332,19012.70940762,19246.64434137,22473997681.144253,357432550019.95447
13-12-2020,18806.76647897,19381.53577302,18734.33288842,19142.3825335,25450468636.538254,355479173805.69794
12-12-2020,18051.31998973,18919.55122775,18046.04072366,18803.65687045,21752580801.78931,349170613898.91974
11-12-2020,18263.92925463,18268.4528447,17619.53238938,18058.90334725,27919640985.341442,335326168918.5213
10-12-2020,18553.29972814,18553.29972814,17957.06521319,18264.99210672,25547132265.471,339136939585.8366
09-12-2020,18320.88478403,18626.29265152,17935.54781966,18553.91537685,34420373070.859474,344486483494.44324
08-12-2020,19191.52946283,19283.47833933,18269.94544375,18321.14491611,31692288756.379017,340148764251.7229
07-12-2020,19343.12879819,19411.82767631,18931.14291942,19191.63128698,26896357742.243275,356293229783.3031
06-12-2020,19154.18059333,19390.49989515,18897.89407205,19345.12095871,25293775713.52131,359123541247.0556
05-12-2020,18698.38527851,19160.44926489,18590.19367526,19154.231131,27242455063.892467,355563938256.3379
04-12-2020,19446.96642246,19511.40471415,18697.19291384,18699.76561337,33872388057.716793,347111351136.32855
03-12-2020,19205.92540409,19566.19188355,18925.78443384,19445.39847988,31930317405.271645,360933936016.877
02-12-2020,18801.74359314,19308.33066301,18347.71783787,19201.09115697,37387697138.68447,356381007570.9198
01-12-2020,19633.77044727,19845.97548328,18321.92093045,18802.99829969,49633658712.12445,348976597317.84424
30-11-2020,18178.32211783,19749.26369425,18178.32211783,19625.83502949,47728480399.279915,364229729425.8729
29-11-2020,17719.63461354,18283.62817317,17559.11762249,18177.48341979,31133957704.27213,337336592123.068
28-11-2020,17112.93423773,17853.93919131,16910.65271094,17717.4150112,32601040733.642757,328782832211.7004
27-11-2020,17153.91312468,17445.02428555,16526.42352825,17108.40172774,38886494645.12133,317464460530.40906
26-11-2020,18729.84058731,18866.28612952,16351.03485441,17150.62357809,61396835736.93506,318231964319.3874
25-11-2020,19104.40961035,19390.96555566,18581.14653195,18732.1207774,43710357371.4586,347558803507.37305
24-11-2020,18365.01468531,19348.27096299,18128.65617407,19107.46444977,51469565008.67291,354504361032.3469
23-11-2020,18370.01733874,18711.42673061,18000.79611004,18364.12159134,42741112307.89879,340698070308.13434
22-11-2020,18642.232992,18688.96913465,17671.38482599,18370.00252365,41280434225.93024,340790183317.33075
21-11-2020,18621.31587778,18936.62068806,18444.3589249,18642.23276593,39650210707.296875,345819234184.5931
20-11-2020,17817.08366299,18773.22751179,17765.79576896,18621.31436938,36992873939.98525,345411881099.1716
19-11-2020,17803.86174661,18119.54784964,17382.55398903,17817.09024754,36985055355.38892,330475167134.4854
18-11-2020,17645.19047404,18393.94914579,17352.906612,17804.00563217,49064800277.874275,330218014062.15594
17-11-2020,16685.69093058,17782.92055432,16564.54499204,17645.40576746,39006849169.8069,327257094857.4363
16-11-2020,15955.57698439,16816.18144902,15880.7056812,16716.11132377,31526766675.186485,309889423249.1071
15-11-2020,16068.13999417,16123.11045585,15793.53391679,15955.58743887,23653867582.698807,295790551597.8903
14-11-2020,16317.80834223,16317.80834223,15749.19296725,16068.13870685,27481710135.408524,297877068422.63354
13-11-2020,16276.4404772,16463.17783998,15992.1528006,16317.80819009,31599492172.18153,302505533181.2506
12-11-2020,15701.29906726,16305.00422517,15534.7718061,16276.34394919,34175758344.061382,301736853824.6971
11-11-2020,15290.90879034,15916.26081024,15290.00681729,15701.33973237,29772374934.006966,291077214051.6671
10-11-2020,15332.350373,15450.32935034,15124.95988876,15290.90268148,25574938143.151707,283468380961.4247
09-11-2020,15479.59572319,15785.13687202,14865.52927664,15332.31559743,34149115565.701946,284236108837.2787
08-11-2020,14833.75408424,15637.32033788,14744.10989581,15479.56703842,26632075028.854877,286955182899.01483
07-11-2020,15565.88058298,15737.09557115,14423.20290926,14833.7541075,35024953705.61895,274970333139.98395
06-11-2020,15579.72923853,15903.43797604,15226.8393924,15565.88058083,39837841971.44575,288526920959.49664
05-11-2020,14133.73388336,15706.40445571,14102.08909494,15579.84846029,40856321438.537605,288771509680.94745
04-11-2020,13950.4879059,14218.76646779,13580.47207098,14133.70715301,35116364961.75642,261954213176.1068
03-11-2020,13550.450882,13984.98192782,13325.44138201,13950.30084729,29869951617.253494,258541441763.9419
02-11-2020,13737.03221087,13808.32287396,13243.159866,13550.4893841,30771455467.792126,251119864445.3435
01-11-2020,13780.99480514,13862.03362917,13628.37821941,13737.10982864,24453857900.087803,254569759062.58606
31-10-2020,13546.5326493,14028.21429317,13457.52983298,13780.99470249,30306464718.755116,255372071116.27853
30-10-2020,13437.87353717,13651.51626952,13136.19868838,13546.52226938,30581485200.6849,251018154919.98657
29-10-2020,13271.29897868,13612.04801658,12980.0592813,13437.8832414,56499499598.2837,248995322466.39035
28-10-2020,13654.21446094,13837.69545246,12932.25058412,13271.28536861,35867318894.915474,245899824464.83194
27-10-2020,13075.24249433,13759.66872521,13060.83803686,13654.21844012,33749878155.991123,252985946389.91595
26-10-2020,13031.20124688,13225.29776076,12822.38232695,13075.24769656,29461458313.155544,242250997935.6733
25-10-2020,13108.06314181,13329.18403245,12910.06108914,13031.17431056,24406920575.03764,241425217439.91174
24-10-2020,12931.57391476,13145.06668559,12885.74662851,13108.06261161,24542317939.955215,242839876186.2097
23-10-2020,12971.54847683,13015.96144265,12752.64702492,12931.53902256,28974975002.911232,239557562148.2678
22-10-2020,12801.63536307,13161.5941072,12717.09345651,12965.89129043,34729759598.04668,240166387521.54385
21-10-2020,11913.07748936,13184.56617255,11900.92861734,12823.68918938,43414712626.04591,237532386962.5129
20-10-2020,11745.97493298,11999.91801959,11681.48002079,11916.33514058,30915821592.101612,220721282864.58752
19-10-2020,11495.03793859,11799.0929777,11408.29011785,11742.03715033,23860769927.722214,217482407293.08884
18-10-2020,11355.98226642,11483.35971184,11347.57856324,11483.35971184,18283314340.336567,212682581771.31262
17-10-2020,11322.1226857,11386.26157113,11285.34551243,11358.10156733,19130430173.838352,210353665235.45236
16-10-2020,11502.82812628,11540.06192994,11223.01278163,11322.12268618,25635480771.680893,209676088343.852
15-10-2020,11426.60259823,11569.91418955,11303.60351126,11495.34965037,24487233057.769238,212873103428.00137
14-10-2020,11429.04780192,11539.97794666,11307.8308683,11429.50688675,24103426719.264656,211643390713.38098
13-10-2020,11548.71975926,11548.98483187,11321.22451322,11425.8994007,24241420250.858337,211565586739.30667
12-10-2020,11392.63621516,11698.4677363,11240.68699569,11555.3628878,26163972641.64605,213950143824.2092
11-10-2020,11296.08178425,11428.81376969,11288.62766113,11384.1819535,19968627059.96427,210766812992.17508
10-10-2020,11059.14269142,11442.2111099,11056.94053325,11296.3614282,22877978587.762783,209130239494.65012
09-10-2020,10927.91292433,11102.67150545,10846.8504295,11064.45759247,22799117612.794453,204827451843.37863
08-10-2020,10669.37115892,10945.73703324,10562.60610109,10915.68573098,63314794397.11185,202064144550.3406
07-10-2020,10603.35546589,10680.50819786,10562.50712617,10668.96895539,37799458435.80039,197485816054.93155
06-10-2020,10796.30685484,10797.57808729,10528.890831,10604.40588882,42623695307.42572,196281911458.15378
05-10-2020,10676.52895637,10793.50785056,10634.60016313,10793.33942751,47537578008.85223,199769602127.94168
04-10-2020,10550.44067126,10686.00009766,10534.39183687,10669.58254327,71251776994.76472,197468899356.86166
03-10-2020,10575.10063586,10598.94080319,10511.12977968,10549.32889962,44660271563.31908,195233191301.2567
02-10-2020,10619.8212156,10657.83798611,10416.68920469,10575.97504191,48661453917.9649,195716085732.39615
01-10-2020,10795.25474253,10933.62430944,10472.35651799,10619.45190766,40023134099.56767,196512086756.27814
30-09-2020,10843.87075063,10847.25699325,10669.32109268,10784.49157795,44171073700.186745,199556965503.7717
29-09-2020,10709.65002191,10860.00069783,10649.49543862,10844.64098118,46582396602.07544,200660083838.7249
28-09-2020,10776.6136391,10945.34790707,10703.89325099,10709.65218175,47762394730.65361,198154065044.1842
27-09-2020,10746.89275768,10803.97608005,10622.92175798,10775.26937624,53745972818.151115,199357967522.50534
26-09-2020,10695.57508179,10772.99865956,10667.28093407,10750.72357903,46852525492.62939,198893019773.83698
25-09-2020,10761.10978907,10777.69586388,10578.91424754,10692.71721234,39348590957.36073,197809986225.92685
24-09-2020,10248.78655955,10771.05620224,10231.49011991,10760.06625677,47144380901.6858,199045623654.10297
23-09-2020,10535.49244237,10537.82809054,10197.86492469,10246.18649281,23788661866.987087,189529920746.46765
